id,minute,result,x,y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,assist,lastAction
431383,74,MissedShots,0.7709999847412109,0.7290000152587891,0.014244792982935905,João Cancelo,h,2379,OpenPlay,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Jack Grealish,Pass
431387,81,BlockedShot,0.8169999694824219,0.445,0.02287951670587063,Riyad Mahrez,h,750,FromCorner,2021,LeftFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Rúben Dias,HeadPass
431389,88,BlockedShot,0.825,0.67,0.03645732253789902,Kevin De Bruyne,h,447,OpenPlay,2021,LeftFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Riyad Mahrez,Pass
431390,89,BlockedShot,0.92,0.7230000305175781,0.061462558805942535,Raheem Sterling,h,618,OpenPlay,2021,RightFoot,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,None,TakeOn
431391,90,SavedShot,0.92,0.575999984741211,0.21597684919834137,Phil Foden,h,6055,FromCorner,2021,Head,16421,Manchester City,Southampton,0,0,2021-09-18 14:00:00,Kevin De Bruyne,Cross
433165,2,MissedShots,0.905,0.5179999923706055,0.0712263435125351,Aymeric Laporte,a,2498,FromCorner,2021,Head,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Phil Foden,Cross
433167,30,BlockedShot,0.825999984741211,0.5220000076293946,0.07358867675065994,Kevin De Bruyne,a,447,OpenPlay,2021,LeftFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Kyle Walker,Pass
433168,33,BlockedShot,0.7130000305175781,0.5579999923706055,0.015381932258605957,Rodri,a,2496,OpenPlay,2021,RightFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Jack Grealish,Pass
433169,33,BlockedShot,0.9540000152587891,0.5670000076293945,0.055453624576330185,Rúben Dias,a,8961,FromCorner,2021,Head,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Phil Foden,Aerial
433170,38,MissedShots,0.7430000305175781,0.6930000305175781,0.013914797455072403,Kevin De Bruyne,a,447,OpenPlay,2021,RightFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Jack Grealish,Pass
433171,40,MissedShots,0.8919999694824219,0.41900001525878905,0.08272122591733932,Gabriel Jesus,a,5543,OpenPlay,2021,LeftFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Phil Foden,Chipped
433172,47,BlockedShot,0.794000015258789,0.5459999847412109,0.032489120960235596,Kevin De Bruyne,a,447,OpenPlay,2021,RightFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Bernardo Silva,Pass
433173,47,MissedShots,0.8330000305175781,0.705999984741211,0.03137953579425812,Jack Grealish,a,675,OpenPlay,2021,RightFoot,16426,Chelsea,Manchester City,0,1,2021-09-25 11:30:00,Kevin De Bruyne,Pass
